# lba,c,h,s
94524,92,0,158
94526,92,0,159
95318,93,0,43
95320,93,0,44
95322,93,0,45
95324,93,0,46
95434,93,0,101
95436,93,0,102
95438,93,0,103
95440,93,0,104
95442,93,0,105
96374,94,0,59
96376,94,0,60
96378,94,0,61
96380,94,0,62
96382,94,0,63
96384,94,0,64
96386,94,0,65
96424,94,0,84
96426,94,0,85
96428,94,0,86
96434,94,0,89
96454,94,0,99
96456,94,0,100
96458,94,0,101
96488,94,0,116
96516,94,0,130
96518,94,0,131
97046,94,0,395
97384,95,0,52
97386,95,0,53
97388,95,0,54
97390,95,0,55
97424,95,0,72
97426,95,0,73
97428,95,0,74
97478,95,0,99
97480,95,0,100
97482,95,0,101
97484,95,0,102
97486,95,0,103
97488,95,0,104
97490,95,0,105
97492,95,0,106
97496,95,0,108
97498,95,0,109
97500,95,0,110
97530,95,0,125
97532,95,0,126
97548,95,0,134
97552,95,0,136
97554,95,0,137
97556,95,0,138
97572,95,0,146
97574,95,0,147
98400,96,0,48
98402,96,0,49
98404,96,0,50
98424,96,0,60
98426,96,0,61
98446,96,0,71
98448,96,0,72
98450,96,0,73
98452,96,0,74
98502,96,0,99
98504,96,0,100
98560,96,0,128
98576,96,0,136
98578,96,0,137
98580,96,0,138
98582,96,0,139
98584,96,0,140
98586,96,0,141
98588,96,0,142
98590,96,0,143
98592,96,0,144
98594,96,0,145
98602,96,0,149
98606,96,0,151
99526,97,0,99
99528,97,0,100
99580,97,0,126
99584,97,0,128
99588,97,0,130
99596,97,0,134
99598,97,0,135
99600,97,0,136
99602,97,0,137
99604,97,0,138
99606,97,0,139
99608,97,0,140
99610,97,0,141
99612,97,0,142
99614,97,0,143
99616,97,0,144
99618,97,0,145
99620,97,0,146
99622,97,0,147
99624,97,0,148
99630,97,0,151
99682,97,0,177
99684,97,0,178
100486,98,0,67
100488,98,0,68
100490,98,0,69
100492,98,0,70
100494,98,0,71
100548,98,0,98
100550,98,0,99
100552,98,0,100
100618,98,0,133
100620,98,0,134
100622,98,0,135
100630,98,0,139
100634,98,0,141
100636,98,0,142
100638,98,0,143
100640,98,0,144
100642,98,0,145
100692,98,0,170
100694,98,0,171
100696,98,0,172
100698,98,0,173
100700,98,0,174
100702,98,0,175
100704,98,0,176
100706,98,0,177
100708,98,0,178
100710,98,0,179
100712,98,0,180
101504,99,0,64
101506,99,0,65
101508,99,0,66
101514,99,0,69
101552,99,0,88
101554,99,0,89
101556,99,0,90
101558,99,0,91
101560,99,0,92
101562,99,0,93
101564,99,0,94
101566,99,0,95
101570,99,0,97
101572,99,0,98
101574,99,0,99
101576,99,0,100
101594,99,0,109
101644,99,0,134
101646,99,0,135
101648,99,0,136
102536,100,0,68
102538,100,0,69
102540,100,0,70
102578,100,0,89
102580,100,0,90
102582,100,0,91
102586,100,0,93
102588,100,0,94
102590,100,0,95
102594,100,0,97
102596,100,0,98
102598,100,0,99
102600,100,0,100
102602,100,0,101
102606,100,0,103
102608,100,0,104
102610,100,0,105
102612,100,0,106
102614,100,0,107
102616,100,0,108
102618,100,0,109
102624,100,0,112
102664,100,0,132
102666,100,0,133
102668,100,0,134
102672,100,0,136
102712,100,0,156
102714,100,0,157
102716,100,0,158
102718,100,0,159
102766,100,0,183
102768,100,0,184
102770,100,0,185
102772,100,0,186
102776,100,0,188
103618,101,0,97
103632,101,0,104
103670,101,0,123
103672,101,0,124
103686,101,0,131
103688,101,0,132
103690,101,0,133
103692,101,0,134
104642,102,0,97
104688,102,0,120
104690,102,0,121
104692,102,0,122
104696,102,0,124
104698,102,0,125
104700,102,0,126
104702,102,0,127
104710,102,0,131
104712,102,0,132
104714,102,0,133
104786,102,0,169
104788,102,0,170
104790,102,0,171
104792,102,0,172
104794,102,0,173
104810,102,0,181
104814,102,0,183
105020,102,0,286
105664,103,0,96
105666,103,0,97
105716,103,0,122
105718,103,0,123
105720,103,0,124
105726,103,0,127
105728,103,0,128
105730,103,0,129
105732,103,0,130
105734,103,0,131
105736,103,0,132
105738,103,0,133
105816,103,0,172
106672,104,0,88
106674,104,0,89
106676,104,0,90
106680,104,0,92
106682,104,0,93
106684,104,0,94
106686,104,0,95
106688,104,0,96
106690,104,0,97
106692,104,0,98
106694,104,0,99
106696,104,0,100
106700,104,0,102
106702,104,0,103
106704,104,0,104
106706,104,0,105
106708,104,0,106
106710,104,0,107
106712,104,0,108
106758,104,0,131
106760,104,0,132
106762,104,0,133
106764,104,0,134
106766,104,0,135
106768,104,0,136
106770,104,0,137
106774,104,0,139
106776,104,0,140
106778,104,0,141
106832,104,0,168
106834,104,0,169
106842,104,0,173
106844,104,0,174
106846,104,0,175
106848,104,0,176
106850,104,0,177
106852,104,0,178
106854,104,0,179
106868,104,0,186
107694,105,0,87
107696,105,0,88
107698,105,0,89
107702,105,0,91
107704,105,0,92
107706,105,0,93
107708,105,0,94
107710,105,0,95
107712,105,0,96
107714,105,0,97
107716,105,0,98
107718,105,0,99
107720,105,0,100
107722,105,0,101
107724,105,0,102
107726,105,0,103
107728,105,0,104
107730,105,0,105
107732,105,0,106
107734,105,0,107
107736,105,0,108
107776,105,0,128
107782,105,0,131
107784,105,0,132
107786,105,0,133
107790,105,0,135
107794,105,0,137
107796,105,0,138
107798,105,0,139
107800,105,0,140
107802,105,0,141
107804,105,0,142
107806,105,0,143
108710,106,0,83
108712,106,0,84
108714,106,0,85
108718,106,0,87
108738,106,0,97
108740,106,0,98
108806,106,0,131
108808,106,0,132
108810,106,0,133
108830,106,0,143
108832,106,0,144
108878,106,0,167
108882,106,0,169
108884,106,0,170
108886,106,0,171
108888,106,0,172
108914,106,0,185
108918,106,0,187
108920,106,0,188
108922,106,0,189
108924,106,0,190
108926,106,0,191
109762,107,0,97
109764,107,0,98
109768,107,0,100
109808,107,0,120
109810,107,0,121
109832,107,0,132
109834,107,0,133
110758,108,0,83
110760,108,0,84
110784,108,0,96
110786,108,0,97
110788,108,0,98
110826,108,0,117
110828,108,0,118
110830,108,0,119
110832,108,0,120
110858,108,0,133
110860,108,0,134
110896,108,0,152
110910,108,0,159
110912,108,0,160
111800,109,0,92
111802,109,0,93
111808,109,0,96
111810,109,0,97
111812,109,0,98
111882,109,0,133
112836,110,0,98
112838,110,0,99
112840,110,0,100
112858,110,0,109
112894,110,0,127
112906,110,0,133
112956,110,0,158
112958,110,0,159
112960,110,0,160
113862,111,0,99
113864,111,0,100
113866,111,0,101
113868,111,0,102
113872,111,0,104
113874,111,0,105
113876,111,0,106
113878,111,0,107
113882,111,0,109
113884,111,0,110
113912,111,0,124
113914,111,0,125
113920,111,0,128
113922,111,0,129
113924,111,0,130
113926,111,0,131
113928,111,0,132
113930,111,0,133
113932,111,0,134
113934,111,0,135
113936,111,0,136
113938,111,0,137
113942,111,0,139
113946,111,0,141
113948,111,0,142
113950,111,0,143
113952,111,0,144
113956,111,0,146
113960,111,0,148
113962,111,0,149
113966,111,0,151
113968,111,0,152
113970,111,0,153
113972,111,0,154
113974,111,0,155
113976,111,0,156
113978,111,0,157
113980,111,0,158
113982,111,0,159
113984,111,0,160
113986,111,0,161
113988,111,0,162
113990,111,0,163
113994,111,0,165
113996,111,0,166
113998,111,0,167
114868,112,0,90
114870,112,0,91
114872,112,0,92
114874,112,0,93
114876,112,0,94
114878,112,0,95
114880,112,0,96
114884,112,0,98
114886,112,0,99
114888,112,0,100
114890,112,0,101
114892,112,0,102
114894,112,0,103
114896,112,0,104
114898,112,0,105
114900,112,0,106
114902,112,0,107
114906,112,0,109
114908,112,0,110
114910,112,0,111
114912,112,0,112
114916,112,0,114
114918,112,0,115
114934,112,0,123
114936,112,0,124
114938,112,0,125
114944,112,0,128
114946,112,0,129
114948,112,0,130
114950,112,0,131
114952,112,0,132
114954,112,0,133
114956,112,0,134
114958,112,0,135
114960,112,0,136
114962,112,0,137
114966,112,0,139
114970,112,0,141
114972,112,0,142
114974,112,0,143
114976,112,0,144
114978,112,0,145
114984,112,0,148
114990,112,0,151
114992,112,0,152
114994,112,0,153
114996,112,0,154
114998,112,0,155
115000,112,0,156
115002,112,0,157
115006,112,0,159
115010,112,0,161
115012,112,0,162
115014,112,0,163
115016,112,0,164
115020,112,0,166
115022,112,0,167
115032,112,0,172
115034,112,0,173
115036,112,0,174
115038,112,0,175
115040,112,0,176
115042,112,0,177
115044,112,0,178
115046,112,0,179
115048,112,0,180
115896,113,0,92
115898,113,0,93
115900,113,0,94
115902,113,0,95
115904,113,0,96
115908,113,0,98
115910,113,0,99
115912,113,0,100
115914,113,0,101
115916,113,0,102
115918,113,0,103
115920,113,0,104
115922,113,0,105
115924,113,0,106
115926,113,0,107
115930,113,0,109
115932,113,0,110
115934,113,0,111
115940,113,0,114
115942,113,0,115
115958,113,0,123
115960,113,0,124
115962,113,0,125
115966,113,0,127
115968,113,0,128
115970,113,0,129
115972,113,0,130
115974,113,0,131
115978,113,0,133
115980,113,0,134
115982,113,0,135
115994,113,0,141
115996,113,0,142
115998,113,0,143
116000,113,0,144
116002,113,0,145
116010,113,0,149
116014,113,0,151
116016,113,0,152
116018,113,0,153
116020,113,0,154
116030,113,0,159
116040,113,0,164
116044,113,0,166
116046,113,0,167
116048,113,0,168
116050,113,0,169
116064,113,0,176
116066,113,0,177
116068,113,0,178
116944,114,0,104
116946,114,0,105
116962,114,0,113
116964,114,0,114
116966,114,0,115
116968,114,0,116
116970,114,0,117
116972,114,0,118
116984,114,0,124
117004,114,0,134
117006,114,0,135
117018,114,0,141
117020,114,0,142
117022,114,0,143
117024,114,0,144
117026,114,0,145
117028,114,0,146
117034,114,0,149
117036,114,0,150
117038,114,0,151
117040,114,0,152
117042,114,0,153
117044,114,0,154
117046,114,0,155
117052,114,0,158
117054,114,0,159
117058,114,0,161
117060,114,0,162
117088,114,0,176
117162,114,0,213
117164,114,0,214
117922,115,0,81
117924,115,0,82
117926,115,0,83
117928,115,0,84
117990,115,0,115
117996,115,0,118
117998,115,0,119
118002,115,0,121
118004,115,0,122
118006,115,0,123
118008,115,0,124
118010,115,0,125
118012,115,0,126
118014,115,0,127
118016,115,0,128
118018,115,0,129
118020,115,0,130
118022,115,0,131
118024,115,0,132
118026,115,0,133
118030,115,0,135
118040,115,0,140
118048,115,0,144
118050,115,0,145
118052,115,0,146
118056,115,0,148
118058,115,0,149
118060,115,0,150
118062,115,0,151
118064,115,0,152
118066,115,0,153
118068,115,0,154
118070,115,0,155
118076,115,0,158
118078,115,0,159
118082,115,0,161
118084,115,0,162
118086,115,0,163
118088,115,0,164
118094,115,0,167
118096,115,0,168
118098,115,0,169
118100,115,0,170
118104,115,0,172
118106,115,0,173
118108,115,0,174
118110,115,0,175
118112,115,0,176
118160,115,0,200
118182,115,0,211
118184,115,0,212
118186,115,0,213
118188,115,0,214
118190,115,0,215
118972,116,0,94
118996,116,0,106
118998,116,0,107
119020,116,0,118
119022,116,0,119
119026,116,0,121
119028,116,0,122
119030,116,0,123
119032,116,0,124
119034,116,0,125
119036,116,0,126
119038,116,0,127
119040,116,0,128
119042,116,0,129
119044,116,0,130
119046,116,0,131
119048,116,0,132
119054,116,0,135
119056,116,0,136
119066,116,0,141
119068,116,0,142
119078,116,0,147
119082,116,0,149
119084,116,0,150
119086,116,0,151
119088,116,0,152
119090,116,0,153
119092,116,0,154
119094,116,0,155
119100,116,0,158
119102,116,0,159
119106,116,0,161
119108,116,0,162
119110,116,0,163
119112,116,0,164
119116,116,0,166
119118,116,0,167
119124,116,0,170
119128,116,0,172
119130,116,0,173
119132,116,0,174
119134,116,0,175
119136,116,0,176
119138,116,0,177
119142,116,0,179
119144,116,0,180
119146,116,0,181
119148,116,0,182
119150,116,0,183
119152,116,0,184
119154,116,0,185
119188,116,0,202
119208,116,0,212
119210,116,0,213
119438,116,0,327
120036,117,0,114
120038,117,0,115
120040,117,0,116
120042,117,0,117
120044,117,0,118
120046,117,0,119
120050,117,0,121
120052,117,0,122
120054,117,0,123
120056,117,0,124
120060,117,0,126
120062,117,0,127
120064,117,0,128
120066,117,0,129
120068,117,0,130
120070,117,0,131
120072,117,0,132
120076,117,0,134
120078,117,0,135
120080,117,0,136
120082,117,0,137
120084,117,0,138
120090,117,0,141
120108,117,0,150
120110,117,0,151
120124,117,0,158
120132,117,0,162
120134,117,0,163
120136,117,0,164
120138,117,0,165
120140,117,0,166
120144,117,0,168
120148,117,0,170
120152,117,0,172
120154,117,0,173
120156,117,0,174
120158,117,0,175
120160,117,0,176
120172,117,0,182
120998,118,0,83
121036,118,0,102
121038,118,0,103
121040,118,0,104
121042,118,0,105
121066,118,0,117
121068,118,0,118
121070,118,0,119
121074,118,0,121
121076,118,0,122
121078,118,0,123
121084,118,0,126
121086,118,0,127
121088,118,0,128
121090,118,0,129
121092,118,0,130
121094,118,0,131
121096,118,0,132
121098,118,0,133
121100,118,0,134
121102,118,0,135
121104,118,0,136
121106,118,0,137
121108,118,0,138
121114,118,0,141
121116,118,0,142
121118,118,0,143
121120,118,0,144
121124,118,0,146
121132,118,0,150
121134,118,0,151
121136,118,0,152
121138,118,0,153
121140,118,0,154
121142,118,0,155
121146,118,0,157
121148,118,0,158
121150,118,0,159
121156,118,0,162
121158,118,0,163
121160,118,0,164
121162,118,0,165
121164,118,0,166
121166,118,0,167
121176,118,0,172
121178,118,0,173
121180,118,0,174
122052,119,0,98
122094,119,0,119
122098,119,0,121
122100,119,0,122
122102,119,0,123
122108,119,0,126
122110,119,0,127
122112,119,0,128
122114,119,0,129
122116,119,0,130
122118,119,0,131
122120,119,0,132
122122,119,0,133
122124,119,0,134
122128,119,0,136
122130,119,0,137
122132,119,0,138
122138,119,0,141
122140,119,0,142
122142,119,0,143
122148,119,0,146
122150,119,0,147
122152,119,0,148
122156,119,0,150
122158,119,0,151
122160,119,0,152
122162,119,0,153
122164,119,0,154
122166,119,0,155
122170,119,0,157
122172,119,0,158
122174,119,0,159
122180,119,0,162
122182,119,0,163
122184,119,0,164
122200,119,0,172
122204,119,0,174
123066,120,0,93
123068,120,0,94
123104,120,0,112
123106,120,0,113
123116,120,0,118
123118,120,0,119
123120,120,0,120
123122,120,0,121
123124,120,0,122
123126,120,0,123
123132,120,0,126
123134,120,0,127
123136,120,0,128
123138,120,0,129
123140,120,0,130
123142,120,0,131
123144,120,0,132
123146,120,0,133
123148,120,0,134
123152,120,0,136
123154,120,0,137
123156,120,0,138
123162,120,0,141
123164,120,0,142
123166,120,0,143
123172,120,0,146
123174,120,0,147
123176,120,0,148
123180,120,0,150
123182,120,0,151
123184,120,0,152
123186,120,0,153
123188,120,0,154
123190,120,0,155
123192,120,0,156
123194,120,0,157
123196,120,0,158
123204,120,0,162
123206,120,0,163
123208,120,0,164
123210,120,0,165
123212,120,0,166
123214,120,0,167
123222,120,0,171
123224,120,0,172
124196,121,0,146
124198,121,0,147
124200,121,0,148
124204,121,0,150
124206,121,0,151
124216,121,0,156
124218,121,0,157
124220,121,0,158
124228,121,0,162
124230,121,0,163
124232,121,0,164
124234,121,0,165
124236,121,0,166
124238,121,0,167
124240,121,0,168
124246,121,0,171
124248,121,0,172
124254,121,0,175
124274,121,0,185
124300,121,0,198
124302,121,0,199
124304,121,0,200
124346,121,0,221
124348,121,0,222
124350,121,0,223
124358,121,0,227
125096,122,0,84
125190,122,0,131
125194,122,0,133
125196,122,0,134
125198,122,0,135
125210,122,0,141
125214,122,0,143
125216,122,0,144
125220,122,0,146
125222,122,0,147
125224,122,0,148
125228,122,0,150
125230,122,0,151
125232,122,0,152
125234,122,0,153
125240,122,0,156
125242,122,0,157
125246,122,0,159
125250,122,0,161
125254,122,0,163
125256,122,0,164
125258,122,0,165
125270,122,0,171
125272,122,0,172
125278,122,0,175
125280,122,0,176
125288,122,0,180
125292,122,0,182
125294,122,0,183
125296,122,0,184
125298,122,0,185
125300,122,0,186
125302,122,0,187
125304,122,0,188
125308,122,0,190
125312,122,0,192
125314,122,0,193
125318,122,0,195
126150,123,0,99
126154,123,0,101
126214,123,0,131
126216,123,0,132
126218,123,0,133
126220,123,0,134
126222,123,0,135
126224,123,0,136
126226,123,0,137
126238,123,0,143
126240,123,0,144
126244,123,0,146
126246,123,0,147
126248,123,0,148
126252,123,0,150
126254,123,0,151
126256,123,0,152
126258,123,0,153
126260,123,0,154
126264,123,0,156
126266,123,0,157
126268,123,0,158
126278,123,0,163
126280,123,0,164
126282,123,0,165
126284,123,0,166
126286,123,0,167
126294,123,0,171
126302,123,0,175
126304,123,0,176
126306,123,0,177
126308,123,0,178
126310,123,0,179
126318,123,0,183
126320,123,0,184
126322,123,0,185
126324,123,0,186
126326,123,0,187
126332,123,0,190
126338,123,0,193
126342,123,0,195
126444,123,0,246
126446,123,0,247
127198,124,0,111
127200,124,0,112
127202,124,0,113
127204,124,0,114
127234,124,0,129
127236,124,0,130
127238,124,0,131
127268,124,0,146
127270,124,0,147
127274,124,0,149
127276,124,0,150
127278,124,0,151
127280,124,0,152
127282,124,0,153
127284,124,0,154
127286,124,0,155
127288,124,0,156
127290,124,0,157
127292,124,0,158
127294,124,0,159
127298,124,0,161
127300,124,0,162
127302,124,0,163
127304,124,0,164
127306,124,0,165
127308,124,0,166
127310,124,0,167
127314,124,0,169
127318,124,0,171
127320,124,0,172
127322,124,0,173
127326,124,0,175
127328,124,0,176
127330,124,0,177
127332,124,0,178
127334,124,0,179
127336,124,0,180
127340,124,0,182
127342,124,0,183
127344,124,0,184
127346,124,0,185
127390,124,0,207
127392,124,0,208
127406,124,0,215
127410,124,0,217
128284,125,0,142
128286,125,0,143
128288,125,0,144
128292,125,0,146
128298,125,0,149
128300,125,0,150
128302,125,0,151
128304,125,0,152
128306,125,0,153
128308,125,0,154
128310,125,0,155
128312,125,0,156
128314,125,0,157
128316,125,0,158
128318,125,0,159
128322,125,0,161
128324,125,0,162
128326,125,0,163
128330,125,0,165
128332,125,0,166
128334,125,0,167
128336,125,0,168
128340,125,0,170
128342,125,0,171
128344,125,0,172
128346,125,0,173
128350,125,0,175
128352,125,0,176
128354,125,0,177
128356,125,0,178
128358,125,0,179
128360,125,0,180
128362,125,0,181
128364,125,0,182
128366,125,0,183
128368,125,0,184
128370,125,0,185
128374,125,0,187
128376,125,0,188
128420,125,0,210
128422,125,0,211
129238,126,0,107
129240,126,0,108
129254,126,0,115
129256,126,0,116
129320,126,0,148
129322,126,0,149
129324,126,0,150
129326,126,0,151
129328,126,0,152
129330,126,0,153
129332,126,0,154
129334,126,0,155
129336,126,0,156
129338,126,0,157
129340,126,0,158
129342,126,0,159
129346,126,0,161
129364,126,0,170
129366,126,0,171
129368,126,0,172
129372,126,0,174
129374,126,0,175
129376,126,0,176
129378,126,0,177
129380,126,0,178
129382,126,0,179
129384,126,0,180
129386,126,0,181
129388,126,0,182
129394,126,0,185
129402,126,0,189
129406,126,0,191
130248,127,0,100
130304,127,0,128
130360,127,0,156
130362,127,0,157
130364,127,0,158
130366,127,0,159
130368,127,0,160
130376,127,0,164
130378,127,0,165
130380,127,0,166
130382,127,0,167
130384,127,0,168
130386,127,0,169
130388,127,0,170
130390,127,0,171
130396,127,0,174
130398,127,0,175
130400,127,0,176
130402,127,0,177
130404,127,0,178
130406,127,0,179
130408,127,0,180
130410,127,0,181
130412,127,0,182
130416,127,0,184
130420,127,0,186
130422,127,0,187
130542,127,0,247
130546,127,0,249
130548,127,0,250
130550,127,0,251
130552,127,0,252
130554,127,0,253
130556,127,0,254
131326,128,0,127
131328,128,0,128
131330,128,0,129
131332,128,0,130
131334,128,0,131
131338,128,0,133
131386,128,0,157
131388,128,0,158
131404,128,0,166
131406,128,0,167
131408,128,0,168
131412,128,0,170
131414,128,0,171
131416,128,0,172
131422,128,0,175
131424,128,0,176
131426,128,0,177
131428,128,0,178
131430,128,0,179
131432,128,0,180
131434,128,0,181
131438,128,0,183
131440,128,0,184
131446,128,0,187
131452,128,0,190
131460,128,0,194
131462,128,0,195
131466,128,0,197
131468,128,0,198
131470,128,0,199
131472,128,0,200
131474,128,0,201
131476,128,0,202
131478,128,0,203
131480,128,0,204
131482,128,0,205
131484,128,0,206
131486,128,0,207
131488,128,0,208
131492,128,0,210
131494,128,0,211
131496,128,0,212
131556,128,0,242
131558,128,0,243
132374,129,0,139
132390,129,0,147
132392,129,0,148
132394,129,0,149
132396,129,0,150
132398,129,0,151
132408,129,0,156
132410,129,0,157
132412,129,0,158
132414,129,0,159
132416,129,0,160
132422,129,0,163
132424,129,0,164
132428,129,0,166
132430,129,0,167
132432,129,0,168
132436,129,0,170
132438,129,0,171
132440,129,0,172
132444,129,0,174
132446,129,0,175
132448,129,0,176
132450,129,0,177
132452,129,0,178
132454,129,0,179
132456,129,0,180
132460,129,0,182
132462,129,0,183
132464,129,0,184
132466,129,0,185
132470,129,0,187
132472,129,0,188
132474,129,0,189
132476,129,0,190
132478,129,0,191
132484,129,0,194
132486,129,0,195
132490,129,0,197
132492,129,0,198
132494,129,0,199
132496,129,0,200
132498,129,0,201
132500,129,0,202
132502,129,0,203
132504,129,0,204
132506,129,0,205
132508,129,0,206
132510,129,0,207
132516,129,0,210
132518,129,0,211
132520,129,0,212
132522,129,0,213
132524,129,0,214
132526,129,0,215
133354,130,0,117
133356,130,0,118
133358,130,0,119
133410,130,0,145
133412,130,0,146
133414,130,0,147
133416,130,0,148
133418,130,0,149
133420,130,0,150
133432,130,0,156
133434,130,0,157
133436,130,0,158
133438,130,0,159
133440,130,0,160
133444,130,0,162
133448,130,0,164
133450,130,0,165
133454,130,0,167
133456,130,0,168
133458,130,0,169
133460,130,0,170
133462,130,0,171
133464,130,0,172
133466,130,0,173
133468,130,0,174
133470,130,0,175
133472,130,0,176
133474,130,0,177
133476,130,0,178
133484,130,0,182
133486,130,0,183
133488,130,0,184
133490,130,0,185
133492,130,0,186
133500,130,0,190
133504,130,0,192
133506,130,0,193
133508,130,0,194
133510,130,0,195
133512,130,0,196
133514,130,0,197
133516,130,0,198
133518,130,0,199
133520,130,0,200
133522,130,0,201
133524,130,0,202
133528,130,0,204
133530,130,0,205
133532,130,0,206
133534,130,0,207
133536,130,0,208
133538,130,0,209
133540,130,0,210
133542,130,0,211
133544,130,0,212
133546,130,0,213
133548,130,0,214
133550,130,0,215
133552,130,0,216
133554,130,0,217
133612,130,0,246
133616,130,0,248
134392,131,0,124
134394,131,0,125
134396,131,0,126
134398,131,0,127
134400,131,0,128
134402,131,0,129
134404,131,0,130
134440,131,0,148
134442,131,0,149
134448,131,0,152
134450,131,0,153
134452,131,0,154
134454,131,0,155
134456,131,0,156
134458,131,0,157
134460,131,0,158
134462,131,0,159
134464,131,0,160
134468,131,0,162
134470,131,0,163
134472,131,0,164
134474,131,0,165
134476,131,0,166
134478,131,0,167
134480,131,0,168
134482,131,0,169
134484,131,0,170
134486,131,0,171
134488,131,0,172
134490,131,0,173
134492,131,0,174
134494,131,0,175
134496,131,0,176
134502,131,0,179
134504,131,0,180
134512,131,0,184
134514,131,0,185
134516,131,0,186
134522,131,0,189
134524,131,0,190
134528,131,0,192
134530,131,0,193
134532,131,0,194
134534,131,0,195
134540,131,0,198
134544,131,0,200
134546,131,0,201
134548,131,0,202
134552,131,0,204
134554,131,0,205
134556,131,0,206
134558,131,0,207
134560,131,0,208
134562,131,0,209
134564,131,0,210
134566,131,0,211
134568,131,0,212
134570,131,0,213
134572,131,0,214
134574,131,0,215
134576,131,0,216
134578,131,0,217
134586,131,0,221
134840,131,0,348
135414,132,0,123
135416,132,0,124
135418,132,0,125
135484,132,0,158
135506,132,0,169
135508,132,0,170
135514,132,0,173
135528,132,0,180
135530,132,0,181
135532,132,0,182
135542,132,0,187
135548,132,0,190
135550,132,0,191
135552,132,0,192
135554,132,0,193
135556,132,0,194
135558,132,0,195
135560,132,0,196
135562,132,0,197
135564,132,0,198
135576,132,0,204
135578,132,0,205
135584,132,0,208
135586,132,0,209
135588,132,0,210
135718,132,0,275
136556,133,0,182
136558,133,0,183
136560,133,0,184
136562,133,0,185
136564,133,0,186
136566,133,0,187
136568,133,0,188
136572,133,0,190
136574,133,0,191
136576,133,0,192
136578,133,0,193
136580,133,0,194
136584,133,0,196
136586,133,0,197
136588,133,0,198
136590,133,0,199
136592,133,0,200
136594,133,0,201
136600,133,0,204
136608,133,0,208
136610,133,0,209
136612,133,0,210
136630,133,0,219
137580,134,0,182
137582,134,0,183
137584,134,0,184
137586,134,0,185
137588,134,0,186
137594,134,0,189
137598,134,0,191
137600,134,0,192
137602,134,0,193
137604,134,0,194
137606,134,0,195
137608,134,0,196
137610,134,0,197
137612,134,0,198
137614,134,0,199
137616,134,0,200
137618,134,0,201
137634,134,0,209
137636,134,0,210
137690,134,0,237
137694,134,0,239
137696,134,0,240
137698,134,0,241
137700,134,0,242
137768,134,0,276
137772,134,0,278
138496,135,0,128
138498,135,0,129
138510,135,0,135
138512,135,0,136
138514,135,0,137
138516,135,0,138
138518,135,0,139
138520,135,0,140
138522,135,0,141
138550,135,0,155
138552,135,0,156
138554,135,0,157
138572,135,0,166
138574,135,0,167
138602,135,0,181
138604,135,0,182
138606,135,0,183
138608,135,0,184
138610,135,0,185
138612,135,0,186
138616,135,0,188
138618,135,0,189
138620,135,0,190
138622,135,0,191
138624,135,0,192
138626,135,0,193
138628,135,0,194
138630,135,0,195
138632,135,0,196
138634,135,0,197
138636,135,0,198
138638,135,0,199
138640,135,0,200
138654,135,0,207
138656,135,0,208
138658,135,0,209
138660,135,0,210
138662,135,0,211
138664,135,0,212
138666,135,0,213
138668,135,0,214
138670,135,0,215
138674,135,0,217
138676,135,0,218
138678,135,0,219
138710,135,0,235
138712,135,0,236
138714,135,0,237
138716,135,0,238
138718,135,0,239
138720,135,0,240
139628,136,0,182
139630,136,0,183
139632,136,0,184
139634,136,0,185
139636,136,0,186
139640,136,0,188
139642,136,0,189
139644,136,0,190
139646,136,0,191
139650,136,0,193
139652,136,0,194
139654,136,0,195
139656,136,0,196
139658,136,0,197
139660,136,0,198
139668,136,0,202
139676,136,0,206
139678,136,0,207
139680,136,0,208
139682,136,0,209
139684,136,0,210
139686,136,0,211
139688,136,0,212
139690,136,0,213
139692,136,0,214
139694,136,0,215
139698,136,0,217
139700,136,0,218
139706,136,0,221
139800,136,0,268
139802,136,0,269
139804,136,0,270
140618,137,0,165
140620,137,0,166
140656,137,0,184
140658,137,0,185
140662,137,0,187
140664,137,0,188
140666,137,0,189
140668,137,0,190
140670,137,0,191
140676,137,0,194
140680,137,0,196
140682,137,0,197
140684,137,0,198
140688,137,0,200
140690,137,0,201
140700,137,0,206
140702,137,0,207
140704,137,0,208
140730,137,0,221
140734,137,0,223
140736,137,0,224
140768,137,0,240
140770,137,0,241
140820,137,0,266
140868,137,0,290
141312,138,0,0
141668,138,0,178
141670,138,0,179
141672,138,0,180
141674,138,0,181
141676,138,0,182
141678,138,0,183
141680,138,0,184
141686,138,0,187
141688,138,0,188
141690,138,0,189
141692,138,0,190
141694,138,0,191
141696,138,0,192
141700,138,0,194
141702,138,0,195
141706,138,0,197
141708,138,0,198
141710,138,0,199
141718,138,0,203
141722,138,0,205
141724,138,0,206
141726,138,0,207
141728,138,0,208
141732,138,0,210
141804,138,0,246
141870,138,0,279
141872,138,0,280
142640,139,0,152
142642,139,0,153
142644,139,0,154
142646,139,0,155
142648,139,0,156
142650,139,0,157
142652,139,0,158
142692,139,0,178
142694,139,0,179
142696,139,0,180
142698,139,0,181
142700,139,0,182
142702,139,0,183
142704,139,0,184
142710,139,0,187
142712,139,0,188
142714,139,0,189
142716,139,0,190
142718,139,0,191
142720,139,0,192
142730,139,0,197
142732,139,0,198
142734,139,0,199
142736,139,0,200
142738,139,0,201
142744,139,0,204
142746,139,0,205
142748,139,0,206
142750,139,0,207
142752,139,0,208
142756,139,0,210
142824,139,0,244
142828,139,0,246
142830,139,0,247
142832,139,0,248
