# lba,c,h,s
181940,177,0,346
181942,177,0,347
181944,177,0,348
181946,177,0,349
181948,177,0,350
181950,177,0,351
181952,177,0,352
181954,177,0,353
181956,177,0,354
181958,177,0,355
181960,177,0,356
181962,177,0,357
182022,177,0,387
182024,177,0,388
182026,177,0,389
182900,178,0,314
182928,178,0,328
182930,178,0,329
182932,178,0,330
182934,178,0,331
182936,178,0,332
182938,178,0,333
182962,178,0,345
182964,178,0,346
182978,178,0,353
182980,178,0,354
182982,178,0,355
182984,178,0,356
182986,178,0,357
183046,178,0,387
183048,178,0,388
183050,178,0,389
183958,179,0,331
183960,179,0,332
183962,179,0,333
183986,179,0,345
183988,179,0,346
184008,179,0,356
184010,179,0,357
184012,179,0,358
184014,179,0,359
184070,179,0,387
184072,179,0,388
184074,179,0,389
184982,180,0,331
184984,180,0,332
184986,180,0,333
185010,180,0,345
185012,180,0,346
185034,180,0,357
185036,180,0,358
185038,180,0,359
185062,180,0,371
185064,180,0,372
185094,180,0,387
185096,180,0,388
185098,180,0,389
186008,181,0,332
186010,181,0,333
186012,181,0,334
186034,181,0,345
186058,181,0,357
186060,181,0,358
186062,181,0,359
186086,181,0,371
186088,181,0,372
186118,181,0,387
186120,181,0,388
186122,181,0,389
187034,182,0,333
187036,182,0,334
187058,182,0,345
187082,182,0,357
187084,182,0,358
187110,182,0,371
187112,182,0,372
187144,182,0,388
187146,182,0,389
188058,183,0,333
188060,183,0,334
188080,183,0,344
188082,183,0,345
188106,183,0,357
188108,183,0,358
188110,183,0,359
188134,183,0,371
188168,183,0,388
188170,183,0,389
189082,184,0,333
189104,184,0,344
189106,184,0,345
189132,184,0,358
189134,184,0,359
189158,184,0,371
189192,184,0,388
189194,184,0,389
190128,185,0,344
190156,185,0,358
190158,185,0,359
190180,185,0,370
190182,185,0,371
190204,185,0,382
190206,185,0,383
190208,185,0,384
190216,185,0,388
190246,185,0,403
190294,185,0,427
191152,186,0,344
191180,186,0,358
191182,186,0,359
191204,186,0,370
191206,186,0,371
191208,186,0,372
191210,186,0,373
191226,186,0,381
191228,186,0,382
191230,186,0,383
191232,186,0,384
191234,186,0,385
191236,186,0,386
191238,186,0,387
191240,186,0,388
191242,186,0,389
191270,186,0,403
191272,186,0,404
191316,186,0,426
191318,186,0,427
192176,187,0,344
192204,187,0,358
192230,187,0,371
192232,187,0,372
192234,187,0,373
192252,187,0,382
192254,187,0,383
192256,187,0,384
192258,187,0,385
192260,187,0,386
192262,187,0,387
192264,187,0,388
192266,187,0,389
192268,187,0,390
192270,187,0,391
192272,187,0,392
192294,187,0,403
192296,187,0,404
192338,187,0,425
192340,187,0,426
192342,187,0,427
192344,187,0,428
192346,187,0,429
193228,188,0,358
193254,188,0,371
193256,188,0,372
193286,188,0,387
193288,188,0,388
193290,188,0,389
193292,188,0,390
193294,188,0,391
193296,188,0,392
193318,188,0,403
193320,188,0,404
193366,188,0,427
193368,188,0,428
193370,188,0,429
193372,188,0,430
194250,189,0,357
194252,189,0,358
194278,189,0,371
194280,189,0,372
194310,189,0,387
194312,189,0,388
194342,189,0,403
194344,189,0,404
194394,189,0,429
194396,189,0,430
195274,190,0,357
195276,190,0,358
195278,190,0,359
195300,190,0,370
195302,190,0,371
195304,190,0,372
195334,190,0,387
195366,190,0,403
195368,190,0,404
195370,190,0,405
195372,190,0,406
195418,190,0,429
195420,190,0,430
196298,191,0,357
196300,191,0,358
196302,191,0,359
196304,191,0,360
196324,191,0,370
196326,191,0,371
196328,191,0,372
196358,191,0,387
196390,191,0,403
196392,191,0,404
196394,191,0,405
196396,191,0,406
196412,191,0,414
196414,191,0,415
196442,191,0,429
196444,191,0,430
197322,192,0,357
197324,192,0,358
197326,192,0,359
197348,192,0,370
197350,192,0,371
197352,192,0,372
197380,192,0,386
197382,192,0,387
197416,192,0,404
197418,192,0,405
197436,192,0,414
197438,192,0,415
197466,192,0,429
197468,192,0,430
197470,192,0,431
197472,192,0,432
198346,193,0,357
198348,193,0,358
198350,193,0,359
198372,193,0,370
198374,193,0,371
198404,193,0,386
198406,193,0,387
198440,193,0,404
198442,193,0,405
198458,193,0,413
198460,193,0,414
198490,193,0,429
198492,193,0,430
198494,193,0,431
198496,193,0,432
199396,194,0,370
199398,194,0,371
199428,194,0,386
199430,194,0,387
199462,194,0,403
199464,194,0,404
199466,194,0,405
199468,194,0,406
199482,194,0,413
199484,194,0,414
199516,194,0,430
199518,194,0,431
200418,195,0,369
200420,195,0,370
200422,195,0,371
200452,195,0,386
200486,195,0,403
200488,195,0,404
200490,195,0,405
200492,195,0,406
200500,195,0,410
200502,195,0,411
200504,195,0,412
200506,195,0,413
200540,195,0,430
200542,195,0,431
201442,196,0,369
201444,196,0,370
201446,196,0,371
201476,196,0,386
201514,196,0,405
201516,196,0,406
201524,196,0,410
201526,196,0,411
201528,196,0,412
201530,196,0,413
201562,196,0,429
201564,196,0,430
201566,196,0,431
202498,197,0,385
202500,197,0,386
202540,197,0,406
202542,197,0,407
202544,197,0,408
202546,197,0,409
202548,197,0,410
202550,197,0,411
202552,197,0,412
202586,197,0,429
202588,197,0,430
202590,197,0,431
202592,197,0,432
203522,198,0,385
203524,198,0,386
203564,198,0,406
203566,198,0,407
203568,198,0,408
203570,198,0,409
203574,198,0,411
203614,198,0,431
203616,198,0,432
204542,199,0,383
204544,199,0,384
204546,199,0,385
204548,199,0,386
204588,199,0,406
204590,199,0,407
204592,199,0,408
204594,199,0,409
204638,199,0,431
205566,200,0,383
205568,200,0,384
205570,200,0,385
205610,200,0,405
205612,200,0,406
205614,200,0,407
205616,200,0,408
205618,200,0,409
205662,200,0,431
206590,201,0,383
206592,201,0,384
206594,201,0,385
206634,201,0,405
206636,201,0,406
206638,201,0,407
206640,201,0,408
206684,201,0,430
206686,201,0,431
207612,202,0,382
207614,202,0,383
207616,202,0,384
207618,202,0,385
207656,202,0,404
207658,202,0,405
207660,202,0,406
207662,202,0,407
207708,202,0,430
207710,202,0,431
208676,203,0,402
208678,203,0,403
208680,203,0,404
208732,203,0,430
208734,203,0,431
209698,204,0,401
209700,204,0,402
209702,204,0,403
209704,204,0,404
209752,204,0,428
209754,204,0,429
209756,204,0,430
210720,205,0,400
210722,205,0,401
210724,205,0,402
210726,205,0,403
210728,205,0,404
210776,205,0,428
210778,205,0,429
210780,205,0,430
211744,206,0,400
211746,206,0,401
211748,206,0,402
211798,206,0,427
211800,206,0,428
211802,206,0,429
212768,207,0,400
212812,207,0,422
212814,207,0,423
212816,207,0,424
212818,207,0,425
212820,207,0,426
212822,207,0,427
212824,207,0,428
212826,207,0,429
213788,208,0,398
213790,208,0,399
213842,208,0,425
213844,208,0,426
213846,208,0,427
213848,208,0,428
213850,208,0,429
213852,208,0,430
213854,208,0,431
214876,209,0,430
214878,209,0,431
214880,209,0,432
215900,210,0,430
215902,210,0,431
215904,210,0,432
216924,211,0,430
216926,211,0,431
216928,211,0,432
217950,212,0,431
217952,212,0,432
217954,212,0,433
218976,213,0,432
218978,213,0,433
218980,213,0,434
218982,213,0,435
220000,214,0,432
220002,214,0,433
220004,214,0,434
220006,214,0,435
221026,215,0,433
221028,215,0,434
222050,216,0,433
222052,216,0,434
222054,216,0,435
223072,217,0,432
223074,217,0,433
223076,217,0,434
223078,217,0,435
224100,218,0,434
224102,218,0,435
225124,219,0,434
225126,219,0,435
225128,219,0,436
226150,220,0,435
227174,221,0,435
228196,222,0,434
228198,222,0,435
229184,223,0,416
229186,223,0,417
229220,223,0,434
229222,223,0,435
230208,224,0,416
230210,224,0,417
230244,224,0,434
230246,224,0,435
231232,225,0,416
231234,225,0,417
231236,225,0,418
231238,225,0,419
231240,225,0,420
231268,225,0,434
232260,226,0,418
232262,226,0,419
232264,226,0,420
232266,226,0,421
232268,226,0,422
232270,226,0,423
232272,226,0,424
232274,226,0,425
232290,226,0,433
232292,226,0,434
233294,227,0,423
233296,227,0,424
233298,227,0,425
233300,227,0,426
233302,227,0,427
233304,227,0,428
233306,227,0,429
233308,227,0,430
233312,227,0,432
233314,227,0,433
233316,227,0,434
234328,228,0,428
234330,228,0,429
234332,228,0,430
234334,228,0,431
234336,228,0,432
234338,228,0,433
